chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,rms,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_flatness,spectral_rolloff,poly_features,tonnetz,zero_crossing_rate,tempogram
[0.57459791 0.54743253 0.37962485 ... 0.37411331 0.42051402 0.60193764],[0.61368643 0.62969732 0.72205638 ... 0.61173338 0.67640477 0.87821367],[0.24800146 0.24957234 0.25124276 ... 0.27548096 0.27532011 0.2751906 ],"[4.46226554e-08 1.08833572e-02 2.53824984e-01 ... 1.60471396e+00
 3.16566151e+00 8.70954247e+00]","[-26.53473806 -16.74762247 -10.96496229 ...  -1.90496097   3.4944661
   6.39600834]",[0.0002356  0.02401881 0.03223493 ... 0.13319488 0.15601222 0.14939584],"[3973.37789985 1283.80109153 1189.5780733  ... 3328.08164069 2299.13057764
 1371.01839172]","[3021.54779349 1607.91024361 1453.08115364 ... 1989.44809744 2155.61264829
 1869.98319162]","[27.66055464 15.81828062 18.89212433 ... 20.47044887 17.04436215
 16.69481847]",[0.062852   0.00214791 0.00083193 ... 0.02065398 0.01563569 0.00395293],"[7795.01953125 2314.81933594 2142.55371094 ... 5340.234375   4888.03710938
 2885.44921875]","[2.79253473e-04 1.17207938e-01 4.84027189e-01 ... 1.91826132e+00
 2.21575274e+00 2.83226949e+00]","[ 0.00509062 -0.00618492  0.0037757  ...  0.0136815   0.01486746
 -0.00016712]",[0.30712891 0.33398438 0.34863281 ... 0.20605469 0.15429688 0.08105469],[0.03393602 0.03434172 0.03475245 ... 0.11793119 0.11793287 0.11794022]
[0.53190729 0.3034906  0.28077814 ... 0.20096987 0.34532348 0.46263895],[0.45731703 0.53344875 0.49868442 ... 0.35719102 0.47535712 0.54358638],[0.20755024 0.20709651 0.20701328 ... 0.2174645  0.21713309 0.21689275],"[1.79817623e-08 1.60388050e-04 4.35494826e-03 ... 1.46480743e+01
 2.27541141e+01 2.02267280e+01]","[-25.34217493 -19.9107751  -14.09080047 ...   7.25139208   8.94802252
   8.46828143]","[1.2178315e-04 3.4715170e-03 5.2359770e-03 ... 2.8602719e-01 2.7732316e-01
 3.0314106e-01]","[3698.82255404 2009.8731696  1718.53395883 ... 2169.11302917 2739.79184621
 2817.51900152]","[3012.09318266 2023.24595308 1677.5597829  ... 2762.6513896  3069.39519315
 3052.30960159]","[24.72363516 15.85959172 19.56451311 ... 19.89521813 20.73864138
 19.94663514]",[0.0712197  0.01722341 0.00573999 ... 0.00770435 0.01937084 0.02284121],"[7536.62109375 3886.74316406 2885.44921875 ... 5673.99902344 6739.89257812
 6782.95898438]","[1.70563161e-04 1.75909362e-02 7.93503143e-02 ... 2.45640755e+00
 3.49951497e+00 3.64210043e+00]","[-0.00813019  0.00221906 -0.00890835 ...  0.04435241  0.01891786
  0.00641237]",[0.32324219 0.36181641 0.37597656 ... 0.06884766 0.08496094 0.07568359],[0.08742181 0.08844298 0.08947503 ... 0.23166648 0.23181569 0.23195827]
[0.42482856 0.7971717  0.70761394 ... 0.36026411 0.60058749 0.53738908],[0.55499597 0.71354926 0.7412428  ... 0.5254586  0.5417893  0.48466209],[0.25740274 0.25548334 0.25361728 ... 0.24496875 0.24607348 0.24727702],"[3.09202649e-07 9.07160414e-03 4.82748765e-01 ... 5.18465534e+00
 3.73190789e+00 2.69455569e+00]","[-26.22030764  -7.7859019    0.69124149 ...   3.77057762   2.5506811
   1.75348015]",[0.00043668 0.03580081 0.05676382 ... 0.16629766 0.14082463 0.12818164],"[2713.54500532 1168.76473602 1159.80650996 ... 1498.14253733 1717.74893404
 2052.88235341]","[2715.9401138  1861.37186691 1697.26034818 ... 1435.13877977 1669.10243781
 1972.9209491 ]","[24.39794824 14.1284246  15.02524402 ... 21.83125114 19.68572229
 17.76902365]",[0.02396669 0.00243739 0.001053   ... 0.00174592 0.00412686 0.00955847],"[5684.765625   2034.88769531 2648.58398438 ... 2228.68652344 3542.21191406
 4651.171875  ]","[6.56322105e-04 7.64225093e-02 4.47563705e-01 ... 2.44832432e+00
 2.23688614e+00 1.92640152e+00]","[-0.00066242  0.00409729  0.00176896 ...  0.01801401  0.02595446
  0.02065941]",[0.25292969 0.26513672 0.27197266 ... 0.11572266 0.09375    0.06445312],[0.03435684 0.03473983 0.03512588 ... 0.09646821 0.09617217 0.09588024]
[0.79244669 0.49746286 0.45032001 ... 0.37945412 0.41309152 0.39673962],[0.66764557 0.75344177 0.83631002 ... 0.67632066 0.56921374 0.47998308],[0.28739308 0.2875091  0.28761409 ... 0.26809038 0.26959204 0.2709277 ],"[2.91294475e-10 1.26645845e-08 1.05225410e-07 ... 9.12364599e+00
 2.27205468e+01 1.78384452e+01]","[-27.3539973  -27.3539973  -27.3539973  ...   5.81086675   8.55236799
   8.74001802]","[8.4169078e-06 3.0020768e-05 3.0403136e-05 ... 2.4238794e-01 2.6314199e-01
 3.1361756e-01]","[5277.62254743 5995.94394093 6092.85845936 ... 2841.87628371 1675.08211834
 1695.32965397]","[3054.57152011 2984.07007033 2990.99192824 ... 3270.13725922 2053.03066084
 1892.34614069]","[20.39211769 14.12566706 13.11070025 ... 17.86014595 16.96706632
 18.08637383]",[0.32851377 0.40683976 0.35301635 ... 0.02009265 0.00929641 0.00814692],"[8957.8125     9097.77832031 9108.54492188 ... 7751.953125   3143.84765625
 3090.01464844]","[2.53965015e-05 1.33198814e-04 3.52637291e-04 ... 2.61518045e+00
 4.93611824e+00 4.76445918e+00]","[-0.01333059 -0.00649648 -0.00500573 ...  0.00757938  0.02026719
  0.02271106]",[0.37158203 0.51855469 0.63623047 ... 0.21777344 0.11230469 0.04833984],[0.01858737 0.01879204 0.01899959 ... 0.19423724 0.19435158 0.19446911]
[0.80266521 0.40589967 0.39801224 ... 0.2645897  0.27051429 0.38705684],[0.38912445 0.33356307 0.44336544 ... 0.3083251  0.30988224 0.40031767],[0.23678018 0.23861147 0.24033946 ... 0.25268332 0.2511324  0.24964812],"[3.48268436e-10 2.42048447e-08 2.22887582e-07 ... 3.62759470e+01
 3.14544731e+01 2.66235766e+01]","[-24.23855377 -24.23855377 -24.23855377 ...   8.69905611   8.61352202
   8.52363954]","[7.2816665e-06 3.8575305e-05 3.8903039e-05 ... 4.0713447e-01 3.7470189e-01
 3.6151755e-01]","[5291.04015306 5276.77169019 5279.01466839 ... 3687.86774976 3254.88444682
 2703.38835744]","[3042.804031   2789.61921613 2767.6522197  ... 3409.8033584  3345.82570415
 3169.0360289 ]","[21.25472987 14.43187042 14.61322572 ... 18.43104938 18.19358581
 19.23707749]",[0.3113194  0.28835747 0.23861405 ... 0.03087473 0.0219648  0.01666051],"[8871.6796875  8742.48046875 8677.88085938 ... 8204.15039062 7913.45214844
 6976.7578125 ]","[2.73182242e-05 2.40625491e-04 7.09238081e-04 ... 3.52485585e+00
 3.38905858e+00 3.68502332e+00]","[ 0.03528308  0.05681202  0.03191541 ... -0.02789354 -0.02145302
 -0.02115119]",[0.35498047 0.47705078 0.60449219 ... 0.10498047 0.09570312 0.06982422],[0.02026238 0.02051279 0.02076769 ... 0.18984686 0.18975884 0.18967853]
[0.72359937 0.37815949 0.29864134 ... 0.24182376 0.25176298 0.37758764],[0.44231269 0.68607486 0.89020103 ... 0.33788204 0.37978902 0.47683541],[0.26283871 0.26269936 0.26267828 ... 0.20886957 0.20718269 0.20571867],"[6.24336283e-07 2.75692203e-02 7.78910436e-01 ... 3.08991062e+00
 3.04807742e+00 2.07083153e+00]","[-28.13717836 -12.70856148  -2.18000195 ...   0.37202114   0.93902562
   1.67387643]",[0.00080071 0.04486636 0.07382321 ... 0.11387334 0.10701826 0.10916024],"[3556.59444846 2004.48495679 2225.99618597 ...  947.09975886 1006.47818883
 1347.47665296]","[3070.023494   2380.69459495 2585.09694008 ... 1504.8872368  1673.43178706
 2072.12605365]","[23.78999635 15.26578118 20.25314162 ... 23.05851806 21.25377365
 18.06230702]",[0.08393805 0.02354077 0.0223294  ... 0.00038778 0.00086082 0.00346673],"[8021.11816406 3811.37695312 5017.23632812 ... 1970.28808594 1981.0546875
 2627.05078125]","[1.10838189e-03 2.04746276e-01 9.55967109e-01 ... 1.05927225e+00
 1.10630617e+00 1.14168793e+00]","[-0.00233285  0.00683371 -0.00224408 ...  0.03936194  0.03481372
  0.02318975]",[0.30615234 0.34179688 0.36328125 ... 0.03515625 0.03466797 0.02392578],[0.03250934 0.03288572 0.03326706 ... 0.14372636 0.14356123 0.14340503]
[0.55538951 0.67952818 0.71266681 ... 0.38151758 0.37839525 0.4392335 ],[0.25237182 0.3450267  0.4947594  ... 0.33914284 0.390676   0.42232659],[0.24582345 0.24626039 0.24682146 ... 0.21258781 0.21296554 0.21329662],"[2.86179797e-07 9.81444720e-04 1.71195435e-02 ... 2.15749374e+00
 2.09023520e+00 1.53369505e+00]","[-26.86727372 -17.11544997 -11.09754265 ...   1.89211455   1.97874863
   2.56609109]",[0.00060084 0.00845838 0.00981397 ... 0.10373392 0.09454528 0.09578477],"[4000.54835713 4036.17304375 4294.36886168 ... 1591.96705093 1569.41440499
 1472.90610071]","[2734.2524433  2931.54406101 2946.76131796 ... 1971.93014026 1878.60841052
 1782.36258178]","[26.42717813 14.49945594 14.15389347 ... 23.98090601 22.93474721
 23.52076679]",[0.06441977 0.23657107 0.28399375 ... 0.00214711 0.00218538 0.00253549],"[7202.85644531 7611.98730469 7924.21875    ... 3014.6484375  3036.18164062
 2627.05078125]","[8.20341482e-04 5.15274927e-02 2.12886663e-01 ... 1.14364322e+00
 1.19283322e+00 1.22990112e+00]","[ 0.12563164  0.04664364  0.01626531 ... -0.01338185 -0.00057174
  0.00604926]",[0.28222656 0.37109375 0.46630859 ... 0.08642578 0.07666016 0.05957031],[0.04195113 0.04238946 0.04283349 ... 0.14625449 0.14612609 0.14600619]
[0.45767258 0.28570478 0.19444027 ... 0.21101205 0.18902337 0.20413474],[0.56169468 0.606387   0.58860404 ... 0.32582152 0.30630293 0.38670518],[0.21026007 0.2085097  0.2068927  ... 0.18918083 0.18927135 0.18930643],"[4.01353212e-07 1.91839394e-02 3.25969093e-01 ... 1.21091156e+01
 7.33885665e+00 4.24352456e+00]","[-25.18259769 -14.15743411  -7.04995984 ...  -2.89455756  -2.3264304
  -0.69549172]",[0.00058957 0.02681353 0.03470654 ... 0.20870726 0.18223238 0.16319694],"[3817.71385832 2144.90759265 2156.09552474 ... 1111.48005231 1135.1200106
 1078.96756135]","[3236.25690799 2584.21891078 2691.54677621 ... 1824.0276747  1819.24592814
 1696.37996629]","[26.08572889 17.46473209 19.03222837 ... 24.30385337 22.88216905
 21.84788022]",[0.0279005  0.00846362 0.0060218  ... 0.00036795 0.00059541 0.00091781],"[8570.21484375 5760.13183594 5781.66503906 ... 1636.5234375  1765.72265625
 1647.29003906]","[6.87179805e-04 1.52642206e-01 5.35036549e-01 ... 1.76386597e+00
 1.54448252e+00 1.49471676e+00]","[-0.02400518  0.01021838  0.00336347 ... -0.0263358  -0.02597558
 -0.01222244]",[0.30957031 0.34667969 0.36914062 ... 0.02978516 0.03076172 0.02587891],[0.03790146 0.03825609 0.03861326 ... 0.14401415 0.14405711 0.1441099 ]
[0.50921903 0.72886777 0.517001   ... 0.28540329 0.34314819 0.40644748],[0.55792845 0.58107813 0.55966261 ... 0.52985922 0.48364741 0.55773994],[0.230529   0.22775643 0.22504523 ... 0.26313258 0.26212794 0.26097132],"[3.67290375e-07 2.49440949e-02 4.48367298e-01 ... 5.85033845e+00
 6.19087148e+00 4.68496272e+00]","[-28.00568256 -10.5688053   -3.98580234 ...  -0.97984094  -1.53905752
  -2.11830208]",[0.00046779 0.02914944 0.05323128 ... 0.15396997 0.15331216 0.15749906],"[3767.63896519 1529.51926006 1548.40378003 ... 1331.21331963 1281.78840659
 1245.42880976]","[3105.66746517 2500.93328076 2459.70291888 ... 1587.91231521 1406.02735315
 1460.40228801]","[24.38157782 13.95896726 16.51784556 ... 21.01892676 22.50671474
 20.64969304]",[0.08059427 0.00472674 0.0039522  ... 0.00120645 0.00072    0.00115389],"[7870.38574219 3811.37695312 3736.01074219 ... 2810.08300781 2777.78320312
 2594.75097656]","[7.67437879e-04 1.16395098e-01 4.83245600e-01 ... 1.90220893e+00
 2.01926732e+00 1.90159530e+00]","[ 0.01283388  0.01441046  0.00619287 ...  0.02231665  0.00397475
 -0.01755577]",[0.26708984 0.29101562 0.29541016 ... 0.05810547 0.04785156 0.03564453],[0.03855919 0.03889663 0.03923492 ... 0.17287336 0.17338631 0.17390184]
[0.65604088 0.73087991 0.6133935  ... 0.28987993 0.3438345  0.49942362],[0.63720949 0.66075852 0.59865922 ... 0.5370292  0.62758993 0.58782937],[0.22310241 0.22109884 0.2191845  ... 0.26863252 0.2678989  0.26716232],"[1.45409006e-08 1.33837261e-02 4.20551833e-01 ... 6.61496685e-01
 5.20047741e-01 3.88999058e-01]","[-25.19998186  -9.8567783   -4.4866739  ...  -0.70875334  -1.48723921
  -2.34956346]","[8.8453693e-05 3.3246391e-02 4.5605753e-02 ... 5.3886294e-02 5.0427280e-02
 4.8087254e-02]","[3696.81839813  680.53591942  660.28838974 ... 1771.70923518 1636.34809155
 1810.65534575]","[3076.87050937 1496.96933311 1452.24534364 ... 2025.11848071 1779.58547119
 1986.0447913 ]","[21.56795323 12.96300281 16.96213705 ... 21.37257059 20.28059007
 18.5982906 ]",[0.10135551 0.00039301 0.00020514 ... 0.0061831  0.00546228 0.01160437],"[7439.72167969 1001.29394531 1022.82714844 ... 2605.51757812 2530.15136719
 2874.68261719]","[1.53971318e-04 6.95457670e-02 3.02388692e-01 ... 7.56221759e-01
 7.59506616e-01 7.70082832e-01]","[ 0.01438712  0.00464464 -0.01415012 ... -0.01675507 -0.01161301
 -0.0105859 ]",[0.27636719 0.29248047 0.29589844 ... 0.10205078 0.09326172 0.06542969],[0.07206233 0.07300982 0.07397026 ... 0.08979389 0.08980493 0.0898176 ]
[0.66283623 0.95717036 0.83619237 ... 0.24100478 0.27761177 0.32019071],[0.47967554 0.56132001 0.64513336 ... 0.58801679 0.54227217 0.62909915],[0.25915211 0.25815394 0.25704911 ... 0.26991852 0.26905463 0.26823136],"[4.70046050e-05 7.53474347e-01 1.74506296e+01 ... 9.52733981e+00
 9.40434165e+00 8.94974200e+00]","[-20.66178497   2.29445778   9.66111573 ...   4.22235973   4.6136772
   5.25911951]",[0.00640337 0.2079082  0.27274892 ... 0.23373704 0.21677963 0.21553984],"[4064.0780652  1878.66747302 1635.49137164 ... 2321.35786789 2355.28983308
 2181.99006231]","[3107.59919111 2593.08760565 2524.60904119 ... 2668.23742661 2703.07099377
 2538.93488013]","[29.43010707 11.81797771 12.60452099 ... 21.91253015 20.37585728
 21.87069254]",[0.02398993 0.00892782 0.0041302  ... 0.00746961 0.00963086 0.01043971],"[8182.6171875  4888.03710938 4231.27441406 ... 5383.30078125 5641.69921875
 4780.37109375]",[0.00744335 0.72312254 2.55558628 ... 2.48424002 2.49762008 2.74890669],"[-0.03574036 -0.02258219 -0.01412775 ...  0.00661395  0.01348848
 -0.00530926]",[0.31494141 0.33007812 0.33496094 ... 0.11914062 0.10644531 0.07666016],[0.02922755 0.02963298 0.03004489 ... 0.14198146 0.14199255 0.14201135]
[0.6964987  0.49894002 0.27423821 ... 0.31549531 0.38314966 0.45635101],[0.60726897 0.7899571  0.75134428 ... 0.60137902 0.644306   0.62793483],[0.2338132  0.23107466 0.22842553 ... 0.28595704 0.28533058 0.28449574],"[5.28368619e-08 1.48859220e-01 2.80780110e+00 ... 8.53092720e+00
 7.77829936e+00 5.12598790e+00]","[-26.69000705  -6.5701791   -1.6918168  ...   1.23073971   0.34584812
   1.12106474]","[1.6472871e-04 7.6730326e-02 1.1200620e-01 ... 1.8438555e-01 1.7891183e-01
 1.7196061e-01]","[2980.17303798  553.33424341  534.70614056 ... 1476.01640885 1003.10491064
  935.18989439]","[2875.52002761  837.45757095  780.67289957 ... 2492.86846939 1893.13059549
 1753.54963969]","[23.70020298 16.34710704 19.38574505 ... 18.21883022 23.24192593
 20.66321203]","[4.0601294e-02 1.1312375e-04 5.1898529e-05 ... 2.6617695e-03 7.4593269e-04
 6.9621723e-04]","[7041.35742188  667.52929688  656.76269531 ... 3176.14746094 1744.18945312
 1625.75683594]","[2.71483685e-04 3.35198453e-01 1.24287979e+00 ... 1.77757902e+00
 1.54770926e+00 1.42508811e+00]","[ 0.0180284   0.0081695   0.00052982 ... -0.01884057  0.00178734
  0.03587965]",[0.27539062 0.28369141 0.29052734 ... 0.03369141 0.03125    0.02050781],[0.0190373  0.01924184 0.01944919 ... 0.07794818 0.07756648 0.07719003]
[0.3508205  0.95035292 0.86874364 ... 0.47625897 0.44751507 0.52306622],[0.41430138 0.50213832 0.63532268 ... 0.4048705  0.38677761 0.36413607],[0.24285825 0.24087033 0.23895029 ... 0.2357635  0.23404371 0.23228984],"[1.21315407e-05 4.50925894e-01 7.77884197e+00 ... 8.48134590e+00
 6.12304783e+00 3.60682857e+00]","[-24.15919179   1.4700173    8.6817849  ...   7.24914751   5.97838542
   4.74724498]",[0.00261565 0.1331458  0.18391883 ... 0.18312763 0.16835602 0.1546405 ],"[3062.50766151 2488.00110754 3208.26399559 ... 2440.54295699 2753.74432916
 2929.74836338]","[2876.23572706 3069.47446325 3403.63925083 ... 2909.49536085 3068.79494246
 3087.14544579]","[28.59021076 11.05066656 13.45282482 ... 19.45413827 18.84261213
 19.6872226 ]",[0.01440104 0.02942915 0.03546574 ... 0.01333455 0.02836844 0.04050157],"[6341.52832031 6793.72558594 8010.3515625  ... 6492.26074219 6955.22460938
 7041.35742188]",[0.00406796 0.65652371 2.19883558 ... 2.10225764 2.14323212 1.91056389],"[-0.0401746  -0.01134513  0.01017969 ...  0.02542947  0.01713168
  0.00863186]",[0.27685547 0.31445312 0.36474609 ... 0.06787109 0.07617188 0.0625    ],[0.02681261 0.02713851 0.0274696  ... 0.24122664 0.24126533 0.24130793]
[0.71901042 0.49032415 0.28890907 ... 0.43165845 0.53069713 0.58800317],[0.60993405 0.68458848 0.73497178 ... 0.57787051 0.49084436 0.42718891],[0.27423098 0.27406574 0.27389176 ... 0.27636983 0.27698414 0.27754219],"[3.92888882e-06 3.90789428e-02 7.38046292e-01 ... 4.04494303e+00
 2.41819249e+00 1.43218279e+00]","[-26.42061598 -13.21876031  -6.70514741 ...   4.2172032    3.36727614
   2.00086278]",[0.00216988 0.04260352 0.05108536 ... 0.14810044 0.10821193 0.09365137],"[3760.39975239 2369.00388006 2120.28399112 ... 2559.35748125 1930.00714154
 1458.74426366]","[2907.79777884 2280.93451999 2055.40793624 ... 3112.60699209 2786.82670103
 2444.29377539]","[25.41441941 16.25648589 17.26875829 ... 19.50004929 17.17722127
 18.68031305]",[0.04780005 0.03793579 0.01830117 ... 0.0100764  0.00547972 0.00265892],"[7213.62304688 4521.97265625 3725.24414062 ... 6761.42578125 5264.86816406
 3692.94433594]",[0.00280457 0.27738595 1.04834888 ... 1.19892954 0.91501839 0.75561769],"[-0.04346052 -0.01142844  0.00321086 ... -0.01362351 -0.00646566
 -0.01983712]",[0.29101562 0.32617188 0.3515625  ... 0.04199219 0.046875   0.02783203],[0.03224319 0.03251432 0.03278687 ... 0.09467568 0.09432828 0.09398822]
[0.66959843 0.73306687 0.53186181 ... 0.39196386 0.4954595  0.48944267],[0.5229342  0.61659895 0.57162542 ... 0.47341177 0.50991372 0.5540848 ],[0.24189224 0.24026736 0.23864409 ... 0.24970339 0.24910561 0.24868361],"[5.44645877e-09 3.95691042e-03 1.24997400e-01 ... 6.84535008e-01
 4.58713043e-01 3.87257705e-01]","[-27.51244216 -17.51939589 -10.04013173 ...  -5.66594998  -5.79661533
  -7.31569498]","[7.2460432e-05 1.7922675e-02 2.4356250e-02 ... 5.8109473e-02 4.9441494e-02
 4.3361768e-02]","[3813.05583817 1607.93351928 1572.61376637 ... 2378.4291552  2307.94965339
 2064.74969775]","[2830.27506919 2330.89859197 2418.37796327 ... 2538.92700023 2448.78336474
 2327.0339664 ]","[23.12434452 12.74242241 17.04905977 ... 19.9396223  20.4689243
 20.37316711]",[0.14479834 0.00950535 0.00546793 ... 0.0238709  0.02447758 0.01404472],"[7515.08789062 3509.91210938 3703.7109375  ... 5103.36914062 4920.33691406
 4780.37109375]","[1.18820296e-04 5.81438444e-02 2.78681045e-01 ... 8.39457172e-01
 7.40245444e-01 6.52038584e-01]",[0.05186637 0.00440547 0.00358829 ... 0.01434825 0.02105252 0.01229532],[0.28271484 0.30322266 0.31445312 ... 0.09326172 0.08935547 0.06787109],[0.05095633 0.0515472  0.05214544 ... 0.13706926 0.13662386 0.13618062]
[0.75682166 0.56322811 0.66547126 ... 0.22819204 0.2599787  0.30973171],[0.478383   0.74654376 0.92946415 ... 0.60859289 0.52459763 0.64567428],[0.264488   0.2647409  0.26494674 ... 0.26990328 0.26978568 0.26967194],"[2.30441331e-10 7.09593293e-09 2.11637251e-07 ... 6.08132152e-02
 5.33277469e-02 4.84896822e-02]","[-26.58283129 -26.58283129 -26.58283129 ...  -6.56304962  -8.72892116
  -9.33487978]","[5.5204086e-06 2.0828613e-05 5.4928259e-04 ... 1.9017048e-02 1.7948378e-02
 1.7127493e-02]","[5334.47487836 5465.54089752 4582.74297868 ... 4988.41417295 4680.94253355
 3896.55254084]","[3043.47015022 2942.51482641 3244.01191832 ... 3805.91739041 3745.45087909
 3555.59208992]","[19.57848748 14.76898164 14.27057428 ... 19.72867708 18.11294956
 17.77093159]",[0.32311663 0.35795    0.2423105  ... 0.08667318 0.09051572 0.05827055],"[9011.64550781 9054.71191406 8925.51269531 ... 9926.80664062 9743.77441406
 8817.84667969]","[2.20847810e-05 1.22731766e-04 6.27372522e-04 ... 1.91899826e-01
 1.85345726e-01 1.98151682e-01]","[-0.00770357 -0.00899907  0.00206275 ...  0.03143512  0.03967017
  0.0224881 ]",[0.38525391 0.515625   0.55371094 ... 0.14941406 0.15039062 0.11962891],[0.10512341 0.10586561 0.10660984 ... 0.10774759 0.10795284 0.10816548]
[0.58352628 0.50879564 0.34173045 ... 0.27539432 0.32378255 0.28701759],[0.39026025 0.61600973 0.81607792 ... 0.6287536  0.63194684 0.64967914],[0.27882725 0.27863257 0.27839113 ... 0.27251953 0.27236778 0.27212359],"[6.94036724e-09 4.62540792e-04 7.84192198e-03 ... 8.91166589e+00
 9.73934110e+00 7.01698799e+00]","[-27.15057377 -25.40130026 -20.29669001 ...   2.98999406   3.65622145
   3.49121887]","[5.6018900e-05 4.2726821e-03 6.4541213e-03 ... 2.1919039e-01 2.0995285e-01
 2.1597207e-01]","[3600.40756329 1627.67041878 1659.99516123 ... 2071.43610434 1910.37083754
 1873.06297225]","[2969.37715598 1581.16303509 1628.91908131 ... 2071.1716735  1974.23974127
 2026.31817133]","[21.02292756 13.97280351 17.41330226 ... 21.72235969 21.94184811
 21.62346298]",[0.12643898 0.00853082 0.00606751 ... 0.00725803 0.00510347 0.00573565],"[7590.45410156 2573.21777344 2659.35058594 ... 3757.54394531 3369.94628906
 3649.87792969]","[1.20913099e-04 2.95922452e-02 1.05655028e-01 ... 2.81111311e+00
 2.76272981e+00 2.46988940e+00]",[0.01624843 0.00800503 0.00319395 ... 0.01222425 0.01630449 0.01601999],[0.30566406 0.34033203 0.36767578 ... 0.12792969 0.11230469 0.07568359],[0.05666893 0.05736867 0.05807844 ... 0.10541274 0.10523471 0.10506238]
